title,title_link,company,summary,result-link-bar,tt_set,turnstileLink,slNoUnderline,date,salary,location
"Software Engineer Intern (Backend), Summer 2019",https://www.indeed.com/rc/clk?jk=5fa8d9e47ae26943&fccid=97c58b4c65083667&vjs=3,Birchbox,"Possible projects include expanding our APIs to support new subscription strategies, revamping our billing infrastructure, improving our operations platform, and modernizing our product information management system....",30+ days ago   -  save job - more...,-  save job - more...,Birchbox,15 reviews,30+ days ago,,"New York, NY 10038 (Financial District area)"
Software Engineer,https://www.indeed.com/company/Jobs-Lab-Inc/jobs/Software-Engineer-86f41e154baebb55?fccid=a59387ec018e799e&vjs=3,Jobs Lab Inc,"Well-funded start up led by executive who successfully sold his most recent company seeks software engineers with talent, flash and ambition for his new venture. Paid time off. Applicants should be well versed in Objective C/Swift and...",7 days ago   -  save job - more...,-  save job - more...,,,7 days ago,"$70,000 - $120,000 a year","New York, NY"
Software Engineer Intern,https://www.indeed.com/rc/clk?jk=aaeb412b48f12168&fccid=c00dc99fac49dfcf&vjs=3,Simulmedia,"Learn quickly and be excited by big challenges. Powered by the company’s patented VAMOS software platform, Simulmedia’s Transparent TV™ product delivers more effective national ad campaigns, featuring both premium over-the-top (OTT) and...",12 days ago   -  save job - more...,-  save job - more...,Simulmedia,2 reviews,12 days ago,,"New York, NY 10016 (Gramercy area)"
"Software Engineer, University Grad",https://www.indeed.com/rc/clk?jk=7e681ad20210abbb&fccid=1639254ea84748b5&vjs=3,Facebook,"Code high-volume software using primarily C++ and Java. Through our family of apps and services, we're building a different kind of company that connects billions of people around the world, gives them ways to share what matters most to...",6 months ago   -  save job - more...,-  save job - more...,Facebook,438 reviews,6 months ago,,"New York, NY 10017 (Midtown area)"
Software Engineer Intern 2019,https://www.indeed.com/rc/clk?jk=d7ec5798831cda77&fccid=1dabef2956e95968&vjs=3,Oscar Insurance,"Building and improving the software infrastructure we run on:. Our products and platform are built primarily in Python, JavaScript, Java, Objective C and Go. Oscar engineering builds industry-leading software that aims to transform the...",30+ days ago   -  save job - more...,-  save job - more...,Oscar Insurance,22 reviews,30+ days ago,,"New York, NY 10012 (Little Italy area)"
Software QA Engineer,https://www.indeed.com/company/ITGen-Systems/jobs/Software-QA-Engineer-93e01230a0d8d734?fccid=d0861e04c3768b9b&vjs=3,ITGen Systems,"No third parties !!!!!!!!!!! No Visa Sponsorship We are looking for multiple automation testers proficient in Selenium or UFT testing. Job Type: Contract Salary: $100,000.00 /year Experience: * Selenium Webdriver: 1 year (Preferred) ...",1 hour ago   -  save job - more...,-  save job - more...,,,1 hour ago,"$100,000 a year","New York, NY"
Front Desk Patient Coordinator-Wellness Practice,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0B1Olc5Ga4I_j-xSTF0pGX4hJo0TrhUO95nWp1wP4Wub3EdI14zC6M8q4io-lDIXU5NDRPPNKJ239iMSQdwqA5suLZtx_9-wx_yxek29OV-f8l8eNIWZ7fcoJCwj8UBF7ni01Z63Nagrw-NyRUG4y2MICIDn8uleohBxega08yf8i6rPv8ulEzlZ6aT6NnDTCNEbJQUDguyzeylQ8lFKRNbYxLcZfbBz9S6c-fDFtcZyQ9UQRU6rnEY64VFh1TmPQhsuKXh5MozA2Hdzy-8JPjfKjXsrItLxDVBHSiA9aPfwq9drTY0wLnRwXubEo4mefZ0fUqatqVFVlp6wklp4A48NipJYKbNTBJyQV8OKmWN6nbb8jhQV_uHkP1cJDWUFdjOanWjxqZdAd6Snnat4VNJziJm_pLRE-GaSYC4Oqs7aFIf2mTCxzeJfDXXCAiY3FTkLHcWckAQ6NAEfj08l3L4&vjs=3&p=8&fvj=1,Liberty Wellness & Chiro,Knowledge of medical billing software is a plus but not necessary for consideration. Paid time off. Front Desk Patient Coordinator-Wellness Practice *....,Sponsored - save job,save job,,,,$22 - $25 an hour,
Audio Transcriptionist,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AkDYFaZ7TdX-0QWLtHJtxPrvlCZ7Mc9zjVngLfbDUi8oDvC0x0yfXlCo_TEKzFhHdNWcKy98_7k6BXNzHoLjoCZELIk3Fp8k8bycUXXxyhMDvD2NzJlsT-vMs2GwRB8Rj67uDlWqWvI65fTAD5zL-XPfqZywpFIBg0pxRyLT5Hkv2lzVGxSiN_ziQJ0BPyWeOZdPDSSSz2-Hh2MuHeuy3w-xVEIlpviFHw3fBfwJ7WzOzGdRSk4zQ_oy37Bv4UBcAqiNAYeSE_ZmSoy_vOMnNiwZvPnlvRBYRMcLAsvPA1GaD_lqWPYOwJrXJJRSJYOeAS9NbD_DWOlLkOYhJvm8nvtj8BvpNMisOsPCxBNb_6SYJcqeEAFc6y06yKm4mGcKFwx7r52x9MLUISXF8v24lu&vjs=3&p=9&fvj=1,Rev.com,"And will be paid to type what you hear using Rev's online proprietary transcription software. Work from home or wherever you want, everything is done online. Paid weekly via PayPal. Earn flexible income transcribing audio with Rev*....",Sponsored - save job,save job,Rev.com,428 reviews,,"$1,495 a month",
Software Engineer - Quant Team,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AdIa2ulEOeUIPnkUO8iQwr_GudB8eYTur8LIhA723bp6zN-UkGnrPbztmO8RTBHStcH3eTa9tF1AWl6qccxyTVYUxJRntDBnHJFsfRZYzY_eE-KJxMnay94rbob9eysCTQO0HIdtDYwzZZ5iHRfonT4VxLlrU9MgQ2nrqCZb5bizDN2wxMtY9JKO8o11gXd1YwM06Le160rhJEbVlvbv9AfqdalxSOtvSKMaUzMdraaNSDDGl74XF4BdlXVMjeptKcCIoeDZbTr0TXYjTM2frnaMoRKar1B7cb4ZDBrtjBRtOU0OjG8tZt-zTkt_1WegRVzXdJ80Uad2rJIeFiMTd41aFQ1gWiM8KTfzMTT1LdBlFKJxE9kLaLfKIlNRHKF7tF0BgnJuJaLZkUrT5wPXGcBTBGjPUcQ4gBNiVj0T_tY5-tQ45jTQK-diJpxDIms1tMr6QAW0K8cw==&vjs=3&p=1&fvj=1,Millennium Management,"Experience with open-source software development standards. 4+ years of professional software or quant engineering experience. The group is looking for a versatile, strong Python coder whose main responsibility will be to develop the risk...",Sponsored - save job,save job,Millennium Management,15 reviews,,,
Entry-Level SQL/BI Developer / Data Analyst,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Bp98mtOpZEe8tmIDWUBEtEk9c98hHTMM-7vYaqLDAj2eI_UdgXdS2Sberq8eV6xlMA0U37XN4oR4_DnjcPlbFP0FKnpf13r-B4Lltq9b-1pZTAfFS0jFFkA0zu6x6fz5QzNzF6mE51piFbbW2sP_8C2C973wFxih9EjfzEHrQmEFLAzzIK5FJ5sZOfx65LwgpAyclnbGoD7Ovel9DFG8MpjHK6Lfw5RqmEx5UI4U7LbBHZ_E9rhkvi_CBxZ31b9sp-1-yhmdWW6gDBi83dSnOawDvnLbbjIYdZ1iIt-f7KAMAaIAB27v5UUjY-c5FCZTmvBooy8NbOyEZ8BLxVli526C8vyJw4xyPh60fI3C1NlPS6R5j5Mfaog_urnhWy-WuNFZAqYbk0aO8nVBSowqImUKjNsU8XDW7_WIoQNauzXnXfwIMiRmPu6YLQyyUDLzc=&vjs=3&p=2&fvj=1,Magestic Technologies,The candidate will be a member of a diverse software development team making this an exciting opportunity with significant growth opportunities. What percentage of the time are you willing to travel for work? Paid time off....,Sponsored - 2 hours ago   -  save job,-  save job,,,2 hours ago,"$60,000 - $65,000 a year",
Java Developer,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CEi_iD1h0QD-Oh4sSrQYRGe70UNTrrByMkq2RRcHzje4XUK-7OD9UueuijoYLffwz3l5j7q3R4IGCvCXdaK2rrKuSGfNJXVKXrM5L06aWs3ujqueOy3Fzo6maUlzfniw37dKHBOh1x2bj6Bdyro2MuwENmRFraAM813ekDpfgiqGWbYGA6-t8D5xM_WejDzetJHBkQb8bqjSY1QWaVrw7j3-wOfzsCDH7JUDJU1qfyGr5yMj5vPTyOxJwCxnl5HJk_UGb2cXpvvnsedrXGXv7Wg1sGaDA8Lap19Dyp1dqiiI4nKqF2Q-S9hYqJU6oZtBtE2rezeO98_679glt45I1ZAgrxVIZmmJkA6YCCSrSQqFSkvtecJFFDUWpVxBh03GVrsG-xiKFPZnSFHbAIz76FYbUddksCOP98552-o7bpJRI5mRLMz-1K&vjs=3&p=3&fvj=1,BlindData,"Collaborate with our testing problem contributors to author, edit and deploy coding challenges on our platform. BlindData is calling all talented software engineers to test yourself against the best engineers from Google and MIT....",Sponsored - save job,save job,BlindData,2 reviews,,"$100,000 - $200,000 a year",
Product Intern,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DjbEdxq7-2i7DhQ_ymR-ekjM635PqZ7qYr5OkyIMpJ6KXPdCawRfq6FlvGXz77OS5vRH-CjVEgIlqdJh4sMK6lKmmbqSEYzJFLZh_GwNHjJ3alqJi8I8wcI7-x5mHLVeymHo2_MhTVNJM9N-IfZFK2LMu8e0CkdfKrNrH6HDSd1DPS-Hd23H21Mf1htlvsM8BgMdreYGTldqujn8LAIC2AbD5CSdsm6BfRHhlNUUrFjpCjaxcBt0nfXeL-gqsvok5h84ldY7l834OJblAiFj2nT797p_nsYJvcorTFAkw7i772pAnJLv7P0POn4tamdAXHdsTY-tXV9k2Cg_4LbSMw_U3e21qI8eziywhJ7uPq9_3JLuoC8GXpSKdZoxjAn7HsEMHbutzjLTpIpnF3AUcStLMHMDCreOJn35DmpquLfg==&vjs=3&p=4&fvj=1,Popin,"Interest or experience with software architecture or development. Working with the product team to gain insights on our users through analytics, surveys, interviews, and focus groups. Each day is different, we’re a startup after all, but...",Sponsored - save job,save job,,,,,
Account Executive,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DY4xzJGhUCdzxl2YrNdXnzOCzRZelcfl1kWWo8s42FnvLue-8LaO6rjPuKmcfBtOBGZ82JTZAJqQePIlA4_6tS4Jl9E14FXgaHk2RZWbR4mHFaoWCvAnAustCzphMwNQIPyURdy8ihSqFoujsv9FgsKfUeVVPcq6ez1NUa1tFqYt-vDfuWYr7G9myM-4liQzLsJKzgXHsF5AfkRgHtxtHRb3orxyREd67NrvBB2xz1vKRmfI2NunmhDqSKIHZ8qR647x_FeXyJbQJ2ruJ9n18lyFm7yN5DNQqUWiK5SRWPe-5ufmqt5AR-Nrdy5kGit09Dn9kLc93h5YkocUxiRN5SeI7VFYXLPiDtR1a91h9aY2yHjwQCVXdbah4QXF37YHPlW6yQ24dkdxr8ynZ1LU1bbAbKBoXv3Kk8T8CDgx_lbdz1wXyMjJNumAR_JQBeYO4=&vjs=3&p=5&fvj=1,SEA Software,"Working with SEA pre-sales and technical support engineers to deliver software solutions. SEA is a global leader in security, monitoring and automation software and is looking for an Account Executive to sell and market SEA’s industry...",Sponsored - 7 hours ago   -  save job,-  save job,,,7 hours ago,"$52,000 - $60,000 a year",
Software Engineer,https://www.indeed.com/rc/clk?jk=e8fec6d83ad5206d&fccid=7a3824693ee1074b&vjs=3,Twitter,"Platform specific performance measurement and debugging tools. Top-notch programming skills in languages like Java, Swift, or Objective-C. You're someone who excels at user-centric product development and has a passion for making beautiful,...",6 days ago   -  save job - more...,-  save job - more...,Twitter,71 reviews,6 days ago,,"New York, NY"
Software Tester (3 Position),https://www.indeed.com/rc/clk?jk=5513ea514c30372b&fccid=f882a4f934b40f6b&vjs=3,Mia Pearl & Associates,Candidate will be involved in testing enterprise solutions as part of a large software development team and work closely with software engineers to successfully test and assess ongoing development....,13 days ago   -  save job - more...,-  save job - more...,,,13 days ago,$70 an hour,"Manhattan, NY"
Part Time Startup Intern,https://www.indeed.com/company/Canvass-Labs/jobs/Startup-Intern-9c44a2ccb9fab79b?fccid=49a59787c4c917f4&vjs=3,Canvass Labs,We are developing a B2B software product in the OSS and IT Security space. Canvass Labs is a pre-seed early stage tech startup based in San Diego. We currently have 2 FT employees and 4 PT employees and looking for a part time intern to...,12 days ago   -  save job - more...,-  save job - more...,,,12 days ago,,"New York, NY"
"Software Engineer, Backend - Application Engineering",https://www.indeed.com/rc/clk?jk=7e1908f6e59d54c5&fccid=8d0ce3817d129779&vjs=3,Slack,"We have 8.8M+ app installations with 155,000 weekly active developers building on the developer platform. We build our app using reliable tools that our team knows and trusts, including PHP/Hack, Java, MySQL, and Linux....",13 days ago   -  save job - more...,-  save job - more...,Slack,7 reviews,13 days ago,,"New York, NY"
Software Engineer,https://www.indeed.com/company/Qualia-Investments/jobs/Software-Engineer-4f7cfd635881ea96?fccid=49cf38e66ba2ac45&vjs=3,Qualia Investments,"The software engineering team works closely with the rest of the firm, building tools, exploring trading ideas, and designing as well as maintaining the firm’s software systems. I grew this business from a pure passion of going to live...",4 days ago   -  save job - more...,-  save job - more...,,,4 days ago,"$75,000 - $85,000 a year","New York, NY"
Portfolio Construction Team: Full-Stack Software Engineer (J...,https://www.indeed.com/rc/clk?jk=56d96aa40c8f4add&fccid=58c732f14833248a&vjs=3,BlackRock,"Writing testable software every day, with a focus on incremental innovation. BlackRock is accelerating innovation and technology to invest even more in our Aladdin platform and looking for people with a passion for technology and a love of...",10 days ago   -  save job - more...,-  save job - more...,BlackRock,416 reviews,10 days ago,,"New York, NY 10055"
Software Engineer,https://www.indeed.com/rc/clk?jk=422cac07f11543fe&fccid=a5b4499d9e91a5c6&vjs=3,Google,"Google's software engineers develop the next-generation technologies that change how billions of users connect, explore, and interact with information and one another. Design, develop, test, deploy, maintain and improve software....",4 months ago   -  save job - more...,-  save job - more...,Google,"2,929 reviews",4 months ago,,"New York, NY 10011 (Chelsea area)"
Software Engineer,https://www.indeed.com/rc/clk?jk=6731da6cb953facb&fccid=4694bc5f86dc8852&vjs=3,Doran Jones,"Design software or customize software for client use with the aim of optimizing efficiency. Analyze user needs and develop software solutions; Develop, create and modify financial computer applications software in financial regulatory...",6 hours ago   -  save job - more...,-  save job - more...,Doran Jones,4 reviews,6 hours ago,,"New York, NY"
Junior Software New York,https://www.indeed.com/rc/clk?jk=0e2d6583132454b8&fccid=2525ee368b671cd8&vjs=3,FDM Group,"We are currently seeking candidates interested in building a career in Software Development. Software Developers work with a range of responsibilities, including:. FDM has trained and placed developers in specialties including Java, C#,...",6 months ago   -  save job - more...,-  save job - more...,FDM Group,74 reviews,6 months ago,,"New York, NY"
"Software Developer, Applications",https://www.indeed.com/rc/clk?jk=a0620b8ad74c12d9&fccid=cfecf963782ecac3&vjs=3,Pod1,"Designing, developing and maintaining web software applications with Salesforce commerce cloud. BORN North America is looking to hire a Software Developer with Applications experience to join our award winning Ecommerce team....",5 days ago   -  save job - more...,-  save job - more...,,,5 days ago,"$96,366 a year","New York, NY 10001 (Chelsea area)"
.Net Developer,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0D0FdQ5szZ9_MTkcJIxG5wT3II0BrXoiq4kceHfQY76x7tkybhrCjoJKZPQW-oKRkPHzxexR6nXQ2Rz3MpSvbuB49J0zCdQRpHmaOizitqvT7-6jbDHBWYeYhxe1pu3sy-q5Zx1Eg_jLfF1y_WUhk2THr2zxBCSLAvPfgzfbOAimhNqnio6HXXF8Z8WgMYvhdGT1-zi-ggZ748YhTT1NXgxz9BLjVC5qiOvBaRYjUO7MjOrUSJ2W3lRBNrfq3bB1tNu5QeVvKoXlBF6hvh0wcGhzvbv9aHJrNboGPcBRp44V_0F-xUdDKmaGZRr4uHeGQttkBd-1B_YJg_ZqgstjlmGbS0WUHjqD-SKAXqMVaxAeHag5N0HV5G0ZmRxeGc_BSuqPVxbiuM_zQxEKSEwKBNXd13ztL6er7pLiJ6L28N8rq1NkGuspBR7&vjs=3&p=6&fvj=1,Mpower Energy LLC,"Participating in an agile software development process. What will you be doing:. Designing, building and maintaining efficient and reusable code. We service residential and commercial customers in six states and we are growing every day!...",Sponsored - save job,save job,,,,"$60,000 - $85,000 a year",
Senior Software Engineer,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Ap52s3kOkr8ftVXlpEpOgpiqopVldGUa2b9_ySL5PibQ4jlves_NUSXjy-FppSE6istlvVqfa9gxODGr8G3cY_TpZhMR8RSzH0QfVTDDTWT88hUTVLuqgxwNifmGsEgZsIoqpEZxEKfiEZfbmz_wE9ZLm7DkApwpCVuiIz50TxL2qrWtohiFrvTLwZTaJbf9f9V4fJxkCec8THLEZFlBy7QiBmLE3DJsKB9sb9IGPRvPjpgjshZ6uC7C82mmy-qSJorcaKrklzvNIWTTl0vNkXswH5ci9_ahESLABNjF7G0TXAE9ay3LLvXTHO71fJzAAAVAde-lDpN1mecgB3A_IsqWyElfPmA6djFETqkYfReDNXVCO2uEF6oJ--Sf7tP7NJLDvE-JMjhTC6MjHQ0Dwif_Ss0XhjFAch7pF3G0W1TS5Drw8SCjf-ZdNrKJ_H1XTsqAag98rYLw==&vjs=3&p=7&fvj=1,ECS Global Solutions,Design and build of next generation building intelligence system and building analytics platform. Senior Software Engineer. Senior software engineer with building intelligence experience. Building Management and Building Automation Systems...,Sponsored - save job,save job,,,,"$75,000 - $125,000 a year",
Entry Level Software Developer,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0ChdE_-3s9UeG5xYsqO3th9AddXeBq2OieSfAM8evhI-OREm-Hd2JiccH-YSnwQ5JVtNT6wGm_QWkOKnWdpkBGWMKJ22N8mzumhBqBplc3ww_7Zt1QlndDKbjwopsUZqLvaRiBdzavKiFRtJzaQm5OqpzRBMwBgiByRPOcG0oZ1u04Q6nif9GbNk95FAuWtb345sQREhzwOa8YxN9hEMV_DOAmV9__BqJ2rzqFi3YciP3occS8w2-QZpZ0oPmWq1nQBAHGcYvwrLAnH7VYzxXltCep65jmlHYvKM1U7Ejf1wiOeMdVzKybV5nKfuNiVrzjbyWsQMoOJ_8Wi_xqpLER73HUwBTXT7JASKJ4mQqi7vQVx0Ntd8o87URZzjVvTd1Uoksn34vGptRxmQle-yiVpflbEAQsBaOp2o7phrU0FCWWmHzcPYSu8cdtzPm2-q_J6OlMu8hifixLj8VgpozWS&vjs=3&p=8&fvj=0,Smoothstack Inc.,"Junior Software Engineer / Entry-Level Software Developer. We are looking for developers who want to make a career engaging in challenging projects on futuristic technology, software development, implementing software solutions, developing...",Sponsored - save job,save job,,,,"$55,000 a year",
Lead Full Stack Developer,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AeW-RRz6yrlV3b82Bs5Kig8Y1em4pONps7YwaYUfSl2nXMXq_yJ6Sj98_3yTeGFE_IgNpnCNU4JJJRUiMv0w_gwtI0Pf75Krzin1_rqOrODHmIbsdJlr7Rxp4RTZKjeTTxW7-aa_xTmBAz0NcvsnkClbprm8M1YBiDaRxrwxxmatI882XMwI__beq3ntE8DHx36mH-jSWBhLnyY8A-Up96i-hduzK6BhZAL3r05qHuA2Zb_eZzSFWXNuhE7rjqWw6Zzfu8-LJZedikobgRzoGc2ApLkEBOQYWTDhzCdcSsiaYKtav64KUhouX5ptiapHzRMKJ-vnl4IkjYeujEDSwmyYeKwFBFi2gW4T_LvqCpX_zCuxkJmPe-9wRyBp8Ukasbn-Tv_V3r3d6gEMKvlsZeaZ0sZOLyAIdhXkSY150k_OMRvt8rJBpqGHWtY81KFnk=&vjs=3&p=1&fvj=1,New York Cares,"Write code and lead big projects such as platform migrations and API development, debug small production issues, perform infrastructure maintenance tasks, periodically simplify architecture and anything else it takes to build and support a...",Sponsored - 3 days ago   -  save job,-  save job,New York Cares,111 reviews,3 days ago,"$90,000 - $100,000 a year",
Prepress Operator,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AtzhuChivL56mVNmFbVkaXVzAi4h-jwwtAOXEPgH4_zNUVam7EXgtNDD4w-BNoc6y5Nt5Pg2zay68jwzD4Dqxq999Fe84vK69J5OG1AILAiVvWLOkWof0X65UkqrNLTx4qqLo7ElBgkhFtNUNnVxRUGEjDobEu7snYH_3_TCAIi4YvApNFqRZMciV3ieAfwuadzyzsufF19CELi5Ss7GzoguVL48gDtBaJ4lIuUWRL5wACG1DTlyEEXn5u-excFQ9D_wJiZvgB5wAbd9azdCXaVSeQS6MrehnDBglpFH2-lNHFu_QFSnXr4E1CxhvgsjmQCWtwnDW0xvpvMF7_mVZN9uBbYGJcffKFRJ9i62QrAcltMMY0GbcZROUHcFCCbBAYc-AHVh2Lvn2oJiYBxsUomozuTafSVODP5kFudHFyQVjvK9swrnRx&vjs=3&p=2&fvj=1,Fitch Group,"Proficiency with Adobe Creative Suite, Pitstop 13, Fiery, and imposition software such as QuiteImpose. With an environment that is deadline and quality oriented, the ideal candidate will be flexible and able to multi-task and willing to...",Sponsored - save job,save job,,,,$18 - $24 an hour,
Frontend Software Engineer,https://www.indeed.com/rc/clk?jk=a0a1255bde591389&fccid=aadc8cd1bc50c192&vjs=3,BuzzFeed,"A big plus. Healthy interest in emerging platform level technologies - http/2, service worker, offline storage, etc. What you'll do. You'll have the unique opportunity to define how a global media organization scales its business and work...",3 days ago   -  save job - more...,-  save job - more...,BuzzFeed,37 reviews,3 days ago,,"New York, NY 10013 (Tribeca area)"
Software Engineer,https://www.indeed.com/company/Gokronos-Inc/jobs/Software-Engineer-a9abea741763377e?fccid=1e27cc7b6d98100a&vjs=3,Gokronos Inc,"Gokronos is planning an expansion, we urgently need 1-2 specialists in each of the following domain. * DevOps * .net * Data Engineer * Salesforce developer * Cyber Security * AWS Developer * ROR * Hadoop/Big Data * Java * Python ...",24 days ago   -  save job - more...,-  save job - more...,,,24 days ago,$45 an hour,"New York, NY"
Programmer Analyst(Entry Level),https://www.indeed.com/company/ATOS/jobs/Programmer-Analyst-4077f73966d8eba4?fccid=ee6a99db163236c2&vjs=3,ATOS,"You will be delivering software development improvements and also support the development of Syntel’s standard methodologies. Research and bring together both business and technology requirements to support project initiatives, perform...",26 days ago   -  save job - more...,-  save job - more...,ATOS,"2,010 reviews",26 days ago,,"New York, NY"
Software Engineer - 2019 Graduates,https://www.indeed.com/rc/clk?jk=2a6e45c4573857d8&fccid=381ca8ebf18902ba&vjs=3,Paxos,Our team will teach you the ins and outs of our technology stack and how to be a successful software engineer in our high-energy and fast-paced environment. We are looking for a Software Engineer to join our rapidly growing FinTech company....,18 days ago   -  save job - more...,-  save job - more...,,,18 days ago,,"New York, NY"
Quantitative Intern,https://www.indeed.com/company/DLD-Asset-Management/jobs/Quantitative-Intern-3abf60a901359bdc?fccid=7491dba67038e32d&vjs=3,DLD Asset Management,"Bachelors or Masters in Computer Science/Engineering, Mathematics, Financial Mathematics, Information Systems, Software Engineering, Information Technology/Systems. Ability to communicate mathematical & statistical concepts is very...",30+ days ago   -  save job - more...,-  save job - more...,,,30+ days ago,$500 a week,"New York, NY 10004 (Financial District area)"
Software Engineer,https://www.indeed.com/rc/clk?jk=d8bebc1b359fabfd&fccid=ea25315ee9da22e5&vjs=3,Comcast,"Experience with Node.js and Typescript is a big plus. Develop and test highly performant, scalable server-side applications utilizing Node.js in a team environment. Demonstrated ability in handling mission-critical, high-performance server...",7 days ago   -  save job - more...,-  save job - more...,Comcast,"13,270 reviews",7 days ago,,"New York, NY 10018 (Clinton area)"
"Technical Sourcer, Software Engineering",https://www.indeed.com/rc/clk?jk=d0e037fe55c8bb0f&fccid=1639254ea84748b5&vjs=3,Facebook,"Through our family of apps and services, we're building a different kind of company that connects billions of people around the world, gives them ways to share what matters most to them, and helps bring people closer together....",10 days ago   -  save job - more...,-  save job - more...,Facebook,438 reviews,10 days ago,,"New York, NY 10017 (Midtown area)"
Software Engineer,https://www.indeed.com/rc/clk?jk=3c794204c5414f06&fccid=80202a0b367a757b&vjs=3,Embark,"You'll be building features across our entire software stack, modeling and mining data, building performant APIs, and constructing sharp user interface components. Exceptional programming skills and an obsession with building quality...",4 hours ago   -  save job - more...,-  save job - more...,Embark,3 reviews,4 hours ago,,"New York, NY 10022 (Midtown area)"
Software Development Engineer - Intern,https://www.indeed.com/rc/clk?jk=bce88dc4068459b4&fccid=913e1b259c8d65e2&vjs=3,Zillow Group,"We encourage one another at every level, and our efforts are supported by employee-driven, world-class benefits that enable us to enjoy our lives outside the office while building fulfilling careers that impact millions of individuals every...",30+ days ago   -  save job - more...,-  save job - more...,Zillow Group,97 reviews,30+ days ago,,"New York, NY 10002 (Lower East Side area)"
"Associate Software Engineer, Xplore",https://www.indeed.com/rc/clk?jk=959035421e49991b&fccid=ae0c894528aa6eee&vjs=3,Viacom,"Fluent in C++, Java, Python or similar language. Proven understanding of data structures and algorithms. Here at Viacom Xplore, our team mission is to provide thought leadership on how we use technologies to drive business innovation and...",30+ days ago   -  save job - more...,-  save job - more...,Viacom,544 reviews,30+ days ago,,"New York, NY 10036"
Finance Associate for Dynamic Software Company,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Bez7QKCIlpwxQlo-SIoRifjfDHNXFC5U8dIumUJ0QaCP4Dg-toiJgudQtY7DTTjpKSM39wTpAzw1Jq0RCATO4H-yy_ewSbQKlJxKYnCIEFAYc6bLjZmu66V_p7oLmEAczfBgXl6Y0kQzDDgVVOi9ZwW-p8t_A1pumQYVfvbvQZosCRTRkfU5v-eh0xkn-goQHJeyC1Hkh8wklcxql1NVx8qaRy4OarBVKrNxK9L5gli6ON0Td8jImPN3iUZZzpnWO3PQ_bLU8dClbt6aLZt876wXhxzNDug9fSNIXjLfNlke46Z9k8OiEA46gxUitIp8k02l76Qsswdt5FK_FwyZ6HvrMuCRC89g_ODlfNWFjE5HcWNmq4IoX2e-bpbTb-6LSWNJOA6GlrSMgHwfyWG_PuIaTMqiDTFOJIXxtcD_tHyxSGMPP8TC-osZS5jkt1kTBHzcjQuADnt_Kv_ZrDu57h2qinnR5OxfY=&vjs=3&p=3&fvj=1,B2B Soft,Looking for a solid Finance & Operations Associate to join our dynamic software company. Accounts Payable / Accounts Receivable....,Sponsored - save job,save job,,,,,
SSRS Developer - Contract,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Drz5q5qumf2Gn-nTvuHret_eVZObmXGf2FcM-y4_rAtnQHZqdUiKBfSsHH8-WN5Z55YEa5VJfCZodD6rgbaSxoK1kJlE5pHfswUxuB-CvLNXCFLtbQGuvnfie9gR60-CYJs6vezgo9ILM8Q8Yv_fkXOJ52UioSf3dpIzgwa2spoI8i0uFWblyXK6t46hGrGSjwM5LM5ORgzBSkZ_p-u7e4O2JbG8SkQx7mm6BtNFkwigLvFO74pFjIfWpkkBA2xPlL_6nrJU-mH1uiXEqX4HrvbFgEh1iyRxwnah2_-tRn-p1sQJtr7N6NN5X9ah9a1xmXx9JKiOD0tS7BbKW5HdSu_LuGnt1OUY9iRKgi6eFB34jt3fBjIzy2oHaX7LHYCxQCSjP1sylazG0BCsUExdw7oG6KPhQ0nRODF_O_fEWM1DgfXvayiCDzr2RglvgSwyc=&vjs=3&p=4&fvj=1,Gig-Werks,Collaborate with a UX Designer to build .aspx / custom portal as a reporting front-end to users. SQL Server Reporting Services (SSRS) Developer....,Sponsored - save job,save job,,,,$80 - $90 an hour,
