date,employee_title,location,employee_status,review_title,years_at_company,helpful,pros,cons,advice_to_mgmt,rating_overall,rating_balance,rating_culture,rating_career,rating_comp,rating_mgmt
2018-06-06,,,Current Employee ,UT,Less than a year,0,Awesome environment! Great benefits! hookem,"none, over all great place to work",,5.0,5.0,5.0,,,
2018-06-04, Parking Attendant,"Austin, TX",Former Employee ,Working as a Student Parking Garage Attendant,Less than a year,0,"VERY flexible working schedule.
Supervisors that understand and care about the students they have working for them.
Plenty of down time to work on homework.","Working outside, so susceptible to the climate.",,5.0,5.0,5.0,5.0,5.0,5.0
2018-06-03, Tutor (Undergraduate),"Austin, TX",Former Employee ,Sanger Learning Center,More than a year,0,"Flexible hours; kind and understanding supervisors; worked in Jester Center, so convenient workplace while living on campus",Lack of motivation and understanding among some students,,5.0,,,,,
2018-06-16,,,Current Employee ,Tutor,,0,"Nice tutoring place, independent so it's good",Can be annoying to do with school,,4.0,4.0,4.0,4.0,4.0,4.0
2018-06-01,,,Current Employee ,Postdoctoral research associate,,0,"Flexible schedule, great insurance, great mentorship",None -- just that it's a temporary gig.,None.,5.0,,,,,
2018-06-12,,,Former Employee ,Student Lab Assistant,,0,"It helped me develop communication skills, as well as brush up on my physics knowledge, as I was working in a physics demonstrations lab.","It did not pay particularly well, but that is to be expected of a part time student position. I was also a full-time student so I was a little overbooked.","My advice would be to try and recruit more education and outreach focused employees, as I was interested in those things but none of my coworkers were at all, so I feel like I got a lot more out of it than they did.",4.0,4.0,5.0,4.0,3.0,5.0
2018-06-12,,,Current Employee ,Good place to work if you can overlook a lack of structure!,,0,Medical benefits and mandatory pay into retirement with a near match amount from UT. Most departments allow for good work/life balance.,"Professors placed in management positions with no management experience, causing all types of disfunction under the sun. No real business sense or structure, causing chaos in business processes and practices...""everyone does what they all think is right in their own eyes."" Racism is subtle, but very present.","Get some! Real managers, that is.",3.0,4.0,3.0,2.0,3.0,3.0
2018-05-26,,,Current Employee ,Great Place,,0,"Centrally Located, lots of resources",Cost of living is high,,5.0,5.0,5.0,5.0,5.0,4.0
2018-05-22, Graduate Research Assistant,"Austin, TX",Former Employee ,Stable and easy,More than a year,0,"Cant beat the stability, and benefits",Sometimes the work was a bit routine,,5.0,4.0,3.0,5.0,5.0,5.0
2018-05-24, Lunchroom Monitor,"Austin, TX",Former Employee ,Professional friendly administration,More than 3 years,0,I enjoy working with children. We can learn from them just as they can learn from an adult,Learning to get children to get along. Teaching them what is the value of friendship is,I used to work at UT Elementary school as a lunchroom monitor but had to leave to take care of my ill mom. She passed away on March 8th of this year. I would love to get back to work and keep myself busy from being lonely.,5.0,4.0,5.0,5.0,3.0,4.0
2018-06-05,,"Austin, TX",Former Employee ,Student Assistant,More than a year,0,"Good perks for working 20 hours / week , flexible timing",Nothing as you will enjoy the student opportunities in UTA,,4.0,5.0,4.0,4.0,4.0,4.0
2018-06-05, TA Specialist,"Austin, TX",Former Employee ,Teaching Assistant Specialist,Less than a year,0,"Open schedule, some remote work
Pay is good for a recent life sciences grad","Hiring notice is short term, only a few days prior to first day of class",,4.0,5.0,4.0,1.0,3.0,4.0
2018-05-17, Coordinator,"Austin, TX",Former Employee ,Great school and recreational sports centers,More than 3 years,0,The people are great and the job is fun,"- Opening shifts (6a) are too early for students
- Max cap for weekly hours worked was set significantly less than federal maximum (30 hours)",,5.0,5.0,5.0,3.0,4.0,4.0
2018-05-12, Research Assistant,"Austin, TX",Former Employee ,Research Assistant,More than 3 years,0,good place to study new technology,campus is a little small,,5.0,5.0,5.0,5.0,5.0,5.0
2018-05-29,,,Current Employee ,Postdoc,,0,"time flexibility, nothing more than that",pays lower than similar positions in other places,,2.0,1.0,1.0,1.0,3.0,1.0
2018-05-09,,,Former Employee ,Writing Consultant,,0,"Friendly staff, great compensation and flexibility",Workspace environment can feel a little bland,,5.0,,,,,
2018-05-10,,,Former Employee ,Assistant,,0,"Straightforward job, flexible, gained experience through interactions with professors","Professors have varying expectations and sometimes little structure, making grading more time consuming",,5.0,5.0,5.0,5.0,3.0,4.0
2018-05-26, IT Business Analyst,"Austin, TX",Former Employee ,Business Analyst- Information Architect,More than 3 years,0,"People are nice
(Trying to) work in agile
Christmas vacation
IT gets one remote day a week
Hard to get fired","In the Libraries there is no motivation for creating innovative user-centered products- the mentality is lets just go with open source products almost out of the box and launch. Don’t come here if you’re looking for exciting, fast-paced, challenging projects in the UX space.",,2.0,5.0,3.0,1.0,1.0,1.0
2018-05-24,,,Former Employee ,research at UT Austin,,0,"opportunity to collaborate with excellent researchers
excellent research facilities
interesting projects
allowed to work remotely","compensation is low, but worth it for the right project",,4.0,1.0,,,,
2018-05-23,,,Former Employee ,Research Technician,,0,"Great city to live in, people were nice but this will vary widely lab by lab.","Low pay, especially given price of living in Austin.",,4.0,,,,,
2018-05-07, Graduate Research Assistant,"Austin, TX",Current Employee ,UT Austin Grad Student Liberal Arts,More than 3 years,0,"Excellent department, friendly and supportive faculty.","Grad student life means long hours and low pay, though rates are comparatively high.",,5.0,4.0,5.0,4.0,4.0,4.0
2018-05-06, Student Library Assistant,"Austin, TX",Current Employee ,Good for students,Less than a year,0,"Supervisor is excellent, flexible hours",It depends on who your supervisor is,,5.0,5.0,3.0,3.0,3.0,5.0
2018-06-07,,,Former Employee ,Sociopathic Superintendent Presiding Over Hell Hole,,0,The roof is high enough to leap off of successfully to certain doom.,"The principal of this ""online high school"" was such a soulless husk of a human being that she managed to squirrel herself away in her office and drain the life-juice of her employees by the blight of her very existence. The entire staff skulks through the dismal hallways of this exam-stamping sweatshop like a bunch of whipped puppies, clamping headphones onto their skulls to escape reality while they try to fulfill their unconscionable burdens in the light of utter ingratitude. Multiple reports to the ethics department at the university have been in vain, and the kooky old bird was promoted to superintendent instead. Stay clear of this miserable establishment. Your soul will thank you for it.",Get your head examined.,1.0,1.0,1.0,1.0,1.0,1.0
2018-05-17,,,Former Employee ,Stores Clerk 2,,0,"Great benefits, Great Pay, Good people",Not very many bad things about this company,N/A,4.0,5.0,5.0,5.0,5.0,5.0
2018-05-16,,,Current Employee ,UT is a great school to study and work.,,0,Flexible hours with great pay.,Bureaucracy is at play at all times.,,4.0,5.0,3.0,4.0,4.0,3.0
2018-05-15, Collector,"Austin, TX",Current Employee ,Parking,More than a year,0,"health benefits are great, affordable","Parking, low salaries, madatory retirement, unable to touch even in an emergency or death in family",,3.0,3.0,3.0,3.0,4.0,3.0
2018-04-30,,,Current Employee ,work study,,0,There is a lot of flexibility,"No cons, enjoyed the work.",,5.0,,,,,
2018-04-26,,,Former Employee ,tutor,,0,"very good pay, and nice people",need your own transportation to get to and from work.,,5.0,3.0,5.0,3.0,5.0,3.0
2018-05-10, Sales Associate,"Austin, TX",Current Employee ,UT Campus Computer Store,Less than a year,0,"Great coworkers, flexible scheduling, on campus location.",Various disorganization and sometimes difficulty in scheduling,,4.0,5.0,4.0,3.0,3.0,4.0
2018-05-10, Systems Administrator,"Austin, TX",Current Employee ,Land of Budgetary Fear,More than 10 years,0,"Great Benefits, a feel for doing good on the behalf of students.",Tenured faculty who can't manage their way out of a paper bag.,"To grow your campus, grow your middle class staff. Make campus look as diverse as 21st century Texas.",3.0,3.0,4.0,3.0,3.0,2.0
2018-05-09,,,Former Employee ,Good place to work,,0,"Benefits, longevity, people, location, perks.","Parking, salaries, upward mobility, management.",,4.0,3.0,3.0,3.0,3.0,2.0
2018-05-09,,,Current Employee ,Solid employer,Less than a year,0,Great benefits and good intellectual environment,Salaries could be higher. Cost of living is going up.,,3.0,3.0,3.0,4.0,4.0,3.0
2018-04-23,,,Former Employee ,GRA,,0,There is great research and world class professors.,"It is a large University, which may not be for everyone",,5.0,,,,,
2018-05-09, Administrative Assistant,"Austin, TX",Former Employee ,Administrative Assistant (Department of Theatre and Dance),Less than a year,0,"Spiritually fulfilling for creatives, great professional experience, overall positive energy in the office day-to-day, healthcare benefits and education credits if you stay over a year.","Worst pay scale imaginable for a career employee. Ineffective communication between departments, individuals always seeking to point fingers at each other instead of helping, grand expectations with little payoff. You get ""PTO"" instead of overtime pay and then they are sour when you want to utilize it. Can't unplug on sick days, you get called and texted and emailed even when you have doctor's orders to be resting. Too much scrutiny with very little appreciation. Expect your workload to continually increase. All paperwork is constantly turned in late, making it nearly impossible to meet deadlines and you will be blamed.","More communication amongst internal teams, and an effort by senior staff to understand where an employee's production is a result of their supervisory guidance and unreasonable workload, and where it is not a reflection of their capabilities or qualifications. Consider spending less on events and more on your employees so they can be paid fairly for their roles. Consider consequences for late paperwork and holding faculty and staff to basic standards.",2.0,1.0,4.0,5.0,1.0,1.0
2018-05-08, Clinical Nurse Educator,"Austin, TX",Former Employee ,School of Nursing faculty,More than 3 years,0,"Association with a prestigious organization, access to full spectrum of online research databases, opportunity to work with motivated students from varied backgrounds.","Lower salary compared with other similar institutions, rigid bureaucracy, no paid amenities (parking), outdated offices / facilities",The School of Nursing is facing budgetary constraints that will force the school to continuously degrade the quality of the faculty and therefore the quality of the program. Something needs to be done to make salaries more competitive and increase employee satisfaction.,3.0,,,,,
2018-04-21,,,Former Employee ,Graduate Researcher,More than 3 years,0,Lots of opportunities to learn and interact with research in other areas,Large campus can lead to disconnect,,5.0,4.0,5.0,5.0,4.0,4.0
2018-05-03,,,Current Employee ,"Great environment, good first job, underpaid for volume of work",,0,"For a fresh out of college great, l lots of learning experience",too much work for the pay,,3.0,3.0,5.0,4.0,5.0,3.0
2018-04-19,,,Current Employee ,Special Events Assistant,More than a year,0,"Great people to work with
Easy to learn the systems and how to set up events",Have to drape tables sometimes and clean up events by yourself,,5.0,5.0,5.0,5.0,5.0,5.0
2018-04-18,,,Current Employee ,Grad Student in Chemical Engineering,,0,"Big school with large class sizes helps with diversity of ideas
Never had problems with funding(though this is specific to the department and professor)","Does not have state-of-the-art infrastructure though that seems to be changing
The pay scale for graduate student is low compared to the cost of living in Austin","Need more bottom up reviews to have more accountability
Increase graduate student stipends to help with the increasing cost of living
More scholarships for non-resident students",5.0,4.0,4.0,4.0,4.0,3.0
2018-04-30,,,Current Employee ,REview for post doc position,,0,it is a Good place,Location not great because this is TExas,,4.0,,,,,
2018-04-25,,,Former Employee ,TA,,0,Working as a TA for UT-Austin is great for graduate students as it provides a means by which students can live. It also gives students some experience in the classroom.,The actual amount of time you spend working fluctuates depending on the time of year. TAs may have final exams/reports due when they are also responsible for grading 80 essays from undergraduates.,,4.0,2.0,3.0,4.0,2.0,3.0
2018-04-23, Classified Staff,"Austin, TX",Current Employee ,CNS,More than 5 years,0,"Flexible hours, great benefits, education benefit",Inconsistent across departments. Office space can be poor.,,4.0,5.0,4.0,5.0,4.0,3.0
2018-04-07, Freshman Research Initiative Mentor & Chemistry Stockroom Worker,"Austin, TX",Current Employee ,Freshman Research Initiative Mentor & Chemistry Stockroom Worker,More than 3 years,0,"Great hours, convenient location for students, all around a perfect college job for CNS students! (both jobs) In down time, you can work on homework, and the pay is very good for not having all that much work","Depending on which stockroom you are in or whose lab you are working in, it is possible that the area may feel a bit disorganized which makes your job harder, since you may need to restock something but be unable to find it.","All has been well for me! Only complaint is the thing about a disorganized stockroom. I do not enjoy my shift in that stockroom because being around all the cluttered and dirty chemistry supplies is bothersome, but that is just me. I am hyper-organized.",5.0,4.0,4.0,,,
2018-04-04, Coordinator,"Austin, TX",Current Employee ,"Supportive, forward thinking",More than 5 years,0,UT is focused on innovation and works to move with the trends of the generation of students attending.,"Because it is a government organization, it is subject to the legislature. Additionally, pay for staff tends to be low--but comparable to other institutions of higher education. No paid maternity/paternity leave.","Support your staff--they are often working more than 40 hours a week, and not really getting paid that well for it. Supporting life outside work, and professional development is helpful for retention.",5.0,3.0,5.0,5.0,4.0,3.0
2018-04-03,,,Current Employee ,student,,0,great school to go to,none that I can think of,,5.0,5.0,5.0,5.0,5.0,5.0
2018-04-02, Writing Consultant,,Current Employee ,University Writing Center,More than 3 years,0,"Flexible hours, great training and professional development",Summer funding is not known until late in the semester,,5.0,5.0,5.0,5.0,5.0,5.0
2018-03-28, Systems Administrator,"Austin, TX",Current Employee ,Amazing work environment,More than 8 years,0,"The academic culture fosters and encourages growth and development
Unbeatable benefits
Beautiful campus
Great co-workers","At least in my field, IT, salaries are decent but lag behind private industry. Thanks, legislature.",,5.0,5.0,5.0,4.0,4.0,5.0
2018-03-29,,,Current Employee ,Part-Time Student Positions on Campus,,0,UT Austin is great to their student employees and many of the part-time jobs offered on campus are great opportunities for students to receive experience in a professional setting. Great co-workers are an absolute plus!,I've worked part-time at UT and haven't experienced any cons.,,5.0,5.0,4.0,4.0,4.0,4.0
2018-04-12,,,Former Employee ,Great stability and decent benefits. Pay is low,,0,Great stability and decent benefits.,Pay is low. Not much room for advancement.,,3.0,,,,,
2018-03-25,,,Former Employee ,RA,,0,faculty are friendly and competent,"Sorry, I cannot think of any",,5.0,5.0,5.0,5.0,5.0,5.0
2018-04-09,,,Current Employee ,Great place,,0,"Vibrant atmosphere
Lots of history
Good Benefits",Low pay - Needs to be looked at considering the pricing increase all around in Austin,,4.0,3.0,3.0,3.0,5.0,3.0
2018-04-09, Assistant Instructor,"Austin, TX",Current Employee ,Assistant Instructor,More than 3 years,0,Good health insurance benefits (UT Select--same as faculty) for Assistant Instructors (graduate student teaching assignment) in my department. Tuition remission benefit.,Living stipend has not increased in two decades. I spend over half my monthly income on housing.,Increase graduate student stipends.,3.0,3.0,3.0,4.0,3.0,1.0
2018-03-24,,"Austin, TX",Former Employee ,Very Good!!!,More than 3 years,0,It is one of the top schools in the USA!!!,"Alumni relations and career development, placement could be improved.",,5.0,4.0,4.0,3.0,4.0,4.0
2018-03-23,,,Current Employee ,Grader,,0,- It is good when you want to make some money in school,-only for the students on campus,,5.0,5.0,,,,
2018-03-23,,,Current Employee ,"Great benefits, supportive community",,0,"The health insurance offered through the university, along with university-wide benefits for students, staff and faculty make any salaried position at the university appealing.","Some things become inconvenient at such a large university, such as transportation and staff parking. Parking on-campus can range from $160 up to almost $600 a year and does not guarantee a space.",,5.0,4.0,4.0,5.0,5.0,5.0
2018-03-21,,,Current Employee ,No complaints,,0,"large place, lots of types of jobs, opportunity to move around",not all positions have defined advancement,,5.0,5.0,5.0,5.0,5.0,5.0
2018-03-21,,,Former Employee ,Help Desk,,0,"Great people, great place to work!",Nothing bad to say. I enjoyed my time there.,,5.0,,,,,
2018-04-03,,,Former Employee ,Dean of Students Office,Less than a year,0,Enjoyable work environment with a very typical office lifestyle.,Departments are very separate from other internal teams. Student relationship is distant. Never got approved for a parking spot due to such high demand.,,4.0,4.0,3.0,4.0,2.0,4.0
2018-04-03,,,Current Employee ,Great place to be a grad student,Less than a year,0,Austin is a great city. UT has lots of resources for grad students.,Quality of life is highly department-dependent.,,4.0,,,,,
2018-04-02, Undergraduate Research Assistant,,Former Employee ,Engineering Research Assistant,More than a year,0,Direct experience working with some of the smartest engineers in their field.,Job is entirely dependent on the specific research group you are a part of.,Get rid of the rampant academic dishonesty in BS engineering,3.0,2.0,1.0,3.0,3.0,1.0
2018-03-17, Research Fellow,"Austin, TX",Current Employee ,Full time research fellow at UT Austin,More than 3 years,0,"A very positive work environment and great coworkers. Everyone is committed to their work, bright, and very professional.

Great work facilities. Good balance of work and academics. Well-paid. Fairly reasonable workload.",Austin cost of living pretty high,,5.0,4.0,5.0,4.0,4.0,4.0
2018-03-17,,,Current Employee ,Good place to post doc,,0,"Good city, good school, lots of opportunities for collaboration","Rent is rising, no mountains",,5.0,4.0,4.0,5.0,5.0,4.0
2018-03-15,,,Current Employee ,Review,,0,The Location of the job,The Summer weather of the job,,5.0,,,,,
2018-03-14,,,Current Employee ,Great research experience,,0,Some of the best faculty and interdisciplinary research,I can't think of any cons,,5.0,5.0,5.0,5.0,5.0,5.0
2018-03-15,,,Current Employee ,Friendly,,0,Very friendly and encouraging environment,"Benefits could be better, like insurance",,5.0,4.0,5.0,3.0,,
2018-03-10,,,Current Employee ,Student Employee,,0,"Flexible Hours, Great Location, Good Opportunities",Only pays once per month,Keep it up,5.0,5.0,5.0,5.0,4.0,4.0
2018-03-08, Undergraduate Writing Consultant,"Austin, TX",Former Employee ,Undergraduate Writing Consultant,More than a year,0,"Working at the Undergraduate Writing Center was an incredible experience. I grew as an instructor and developed my oral communication skills as I had to provide clear guiding questions and advice to students. A very positive work environment and great coworkers. Everyone at the UWC is committed to their work, bright, and very professional.","I wish that there were more hours available for undergraduate tutors at the UWC, but that is a minor con.",Keep up the great work!,5.0,4.0,5.0,4.0,4.0,4.0
2018-03-08, Research Assistant,"Austin, TX",Current Employee ,Research Assistant,More than a year,0,Good balance of work and academics. Well-paid. Fairly reasonable workload.,Downtown Austin’s living expense is kinda high,,5.0,5.0,5.0,5.0,4.0,5.0
2018-03-09,,,Current Employee ,That is a high rank university,,0,The location of the school is great.,The salary of the school is not fine.,nothing,5.0,,,,,
2018-03-20,,,Former Employee ,Enjoyable place to work at with very nice people,,0,I worked here as a part time employee while taking classes. Everyone who I had met was always kind and talkative. My older coworkers would always make an effort to introduce me to other employees. I quickly became a known face at the office. I am happy to have met the people I worked with.,"Sometimes, I felt like I wasn't being engaged.",,4.0,,,,,
2018-03-06, Graduate Research Assistant,"Austin, UT",Current Employee ,Graduate Research assistant,More than 5 years,0,"Excellent work environment, great work facilities","Few career opportunities, relatively low salary",,5.0,5.0,5.0,3.0,4.0,5.0
2018-03-19,,,Current Employee ,Good Place to Study,,0,"Good salary for graduate students, health insurance","High workload, long waitlist for on_campus housing",,4.0,,,,,
2018-03-04,,,Current Employee ,Great Place to Work,,0,"Salary is good, coworkers are awesome",Have to be a student to work there,,5.0,5.0,5.0,4.0,4.0,5.0
2018-03-16, Orientation Adviser,,Former Employee ,Orientation Adviser,,0,Excellent work environment and lots of opportunities to meet peers. You also learn so much about the campus while on the job.,"Long work hours and a constantly changing duty schedule. The hourly wage is rather low, but you still get lots of other benefits such as a meal plan and free housing for the summer.",,4.0,3.0,4.0,5.0,3.0,3.0
2018-03-15,,,Former Employee ,Full time Employee,,0,"great health care plan, free tickets to events, great people","if someone isn't a donor, they don't care and expect you not to either, constantly dipping into the same well for donations and ticket sales",focus on the customer experience before,3.0,,,,,
2018-02-27, Computer Assistant,"Austin, TX",Current Employee ,Great Organization that promotes growth,More than a year,0,"Good Pay and flexible hours.
Amazing supervisors. Friendly and knowledgeable.
You get your own IT Office.","The IT office windows are not openable, so ventilation is challenged",,5.0,4.0,5.0,3.0,4.0,4.0
2018-03-13, Graduate Assistant,"Austin, TX",Current Employee ,Good experience,More than a year,0,"relaxing environment, friendly coworker, good.","not very flexiable , no other cons.",,4.0,5.0,5.0,5.0,5.0,5.0
2018-03-14, Administrative Assistant,"Austin, TX",Former Employee ,Administrative Assistant,Less than a year,0,Working for the Temp Agency within the University was good. The temp positions were always challenging,"Sometimes the supervisors were not what they seemed to be. At times impatient, rude, biased and untruthful.","Though the university is all about diversity, there have multiple times when the department which employed temps were all about hiring students within the university or other Texas universities. Though career opportunities are good, you should not apply unless you have an associates if at that",3.0,3.0,2.0,4.0,2.0,2.0
2018-02-26,,,Current Employee ,Research Scientist,More than a year,0,Great place! Really like to work here!,I do not have any Cons,,5.0,5.0,5.0,5.0,5.0,5.0
2018-03-13,,,Former Employee ,Decent place to adjunct lecture,,0,"Relatively high pay for for an adjunct lecturer, good students, wonderful facilities","No job security, reluctance to give more than 2 classes/semester because of stinginess with benefits",,4.0,,,,,
2018-03-13,,,Current Employee ,A great environment for learning,,0,High quality of life focus,Bureaucratic state processes tend to move at a glacial pace.,Work together.,4.0,5.0,5.0,2.0,5.0,2.0
2018-03-12,,,Former Employee ,UT Austin,,0,Good opportunities for student workers,limit on hours students can work,,3.0,,,,,
2018-02-22,,,Current Employee ,UT-Austin,,0,Great town and great University,Simply nothing to complain about,,5.0,5.0,5.0,5.0,5.0,5.0
2018-02-21, Medical Assistant,,Former Employee ,Medical assistant Ii,More than a year,0,"Great benefits and great people. I loved working here and getting students as patients. You typically get two weeks off at Christmas since campus is shut down and depending on your contract, unpaid time off in the summer.",Pay is lousy and if you don't have a back up plan if you aren't working summer it can cause a lot of financial stress. Managers are nice but very inefficient and show up late or not at all,You need better pay to retain good staff,5.0,4.0,5.0,3.0,5.0,3.0
2018-03-07,,"Austin, TX",Former Employee ,Food Service Department - Kitchen staff,More than a year,0,"Fun atmosphere, great benefits, set schedule","Low pay, not much room for advancement",Take employee complaints more seriously & act when there is a problem.,4.0,5.0,4.0,3.0,4.0,4.0
2018-03-08,,,Current Employee ,Great place for graduate school,,0,Great benefits for graduate students,There are not many cons,,4.0,5.0,5.0,5.0,4.0,5.0
2018-02-19, PhD Student,"Austin, TX",Current Employee ,Great place to be a PhD student,More than 5 years,0,"I love it here. Great people, great support from the math department, I never had second thoughts about comming here.",I have heard the salaries are lower than in most other Universities in the united states.,Take the guns out of campus. Too much crazy people around campus that probably has guns.,5.0,4.0,5.0,5.0,3.0,4.0
2018-03-05, Research Assistant,"Austin, TX",Current Employee ,Aerospace: excellent education,More than a year,0,"- Really high quality education with challenging courses.
- Wide variety of classes based around emerging tech/research.
- Many collaboration opportunities","- Extremely difficult qualifying exams for PhD students.
- General difficulties associated with grad school time commitments, etc.","Reformatting qualifying exams to focus more on the merits of a student's research is a much better system. Ideally, students shouldn't need to take an exam conglomerating every minutiae they've learned for the past 5 years. If they passed the class, they demonstrated understanding.",4.0,2.0,3.0,5.0,4.0,3.0
2018-03-04, Student Assistant,"Austin, TX",Current Employee ,Parking and Transportation - Student Assistant,More than a year,0,"Very high starting pay, flexible, as many or few hours as you want","Can be boring at times, exposed to the elements",Doing a Great Job!,4.0,,,,,
2018-03-02,,,Current Employee ,"Good place, but it is still working for the state",,0,Good people with a good variety of backgrounds,Can be so bureaucratic that it makes getting things done difficult,,4.0,3.0,5.0,4.0,3.0,
2018-02-14, Research Assistant,"Austin, TX",Current Employee ,Research Assistant,Less than a year,0,Gain some research experience and project experience,Need to strike a balance between research work and study,,5.0,5.0,5.0,5.0,5.0,5.0
2018-02-15, Computer Technician,"Austin, TX",Current Employee ,Really good,More than a year,0,Flexible time schedules are really good and help you stay up to date with your school work as well,No downsides at all surprisingly.No downsides at all surprisingly . No downsides at all surprisingly . No downsides at all surprisingly . No downsides at all surprisingly . No downsides at all surprisingly .No downsides at all surprisingly,I know about the PGE Departments IT Section and to the management I would say that this was the best first job I have ever had and what they are currently doing is the best and should continue their good work,5.0,5.0,5.0,5.0,5.0,5.0
2018-02-28,,,Current Employee ,Graduate student,,0,Leading class research in many areas.,"Many administrative hell situations, low pay.",,3.0,3.0,3.0,5.0,4.0,2.0
2018-02-12,,"Austin, TX",Former Employee ,Great spot,More than 8 years,0,Great pace and environment. Plenty of advancement opportunities and a great work life balance. The University is a great lifelong place to work.,"The pros far outweigh the cons. There are few things to complain about, but the pay isn't super competitive with private companies.","Management should break traditional ways of interacting with employees, including implementing current standards such as work from home, more strategic goals and autonomy for employees, and training, training, training.",5.0,5.0,5.0,5.0,3.0,3.0
2018-02-11,,,Current Employee ,Great Experience So Far,,0,"- Flexible scheduling for student worker
- Invested in employee development",- Low hours in some roles,,5.0,,,,,
2018-02-23, Peer Mentor,"Austin, TX",Former Employee ,Financial Aid Office Peer Mentor,,0,"Great location for UT Austin students, competitive pay, and nice facilities.",Stressful work environment and terrible IT software.,,4.0,4.0,3.0,3.0,3.0,3.0
2018-02-08,,,Current Employee ,Scientific Researcher,More than a year,0,"Good benefits, good resource, good people",Not a lot of free parking space and food choices.,None,5.0,2.0,3.0,5.0,5.0,2.0
2018-02-22,,,Current Employee ,GRA life,,0,"here we have Good labs, i have talented lab-mates, perfect city to be in and lots of fun things to do",high standards is the main disadv. long working days and lots of deadlines as a GRA can be though specially in the beginning of the program,I think they should provide better housing and transportation for grad students. I know housing is much better in some universities and that is why I think this improvement is necessary,4.0,4.0,4.0,4.0,4.0,3.0
2018-02-07,,,Former Employee ,Cashier/Parking and Transportation,Less than a year,0,"Really great experience,gained supervisory experience at this position. Great people really wished i didnt have to go.",I had to commute an hour a day but other then that loved the job,,5.0,5.0,5.0,5.0,5.0,5.0
2018-02-06,,,Current Employee ,Student,,0,Good benefits as a student. Good curriculum,Too many classes for program.,,5.0,,,,,
2018-02-04,,,Current Employee ,Research Associate,,0,One of the top universities to do research in the US. UT has many resources and the city is great for living.,"The bureaucracy at UT can be a burden. Plus, the overhead is over 50% of grants.",,5.0,3.0,5.0,5.0,5.0,3.0
2018-02-17,,,Current Employee ,Great place to work if you can afford a low salary.,,0,"work life balance, friendly coworkers, good benefits (healthcare and time off)","Low Pay, stressful during certain times of year (slow-paced most of the time though), few perks from being an employee at UT (the discounts you get are laughable, other schools likely give you free perks)","Keep doing what you're doing. Advocate for higher salaries if you can, but that's likely out of your control.",4.0,5.0,5.0,5.0,2.0,4.0
2018-02-17, Student Associate,"Austin, TX",Current Employee ,Student Associate,More than a year,0,"Low workload
Flexible schedule
Simple job
Don't know how the above isn't 5 words","Low pay
Additional unpaid miscellaneous tasks",No complaints,4.0,5.0,5.0,4.0,2.0,5.0
2018-02-02, Tutor,,Current Employee ,Tutor,More than a year,0,Cool environment and bosses. The salary is not bad and is inside school. I do it as Student so I have access to all the facilities and can go to the gym or study to one of the libraries right after tutoring,"The pay is meant to be for students so is not very high. The work is not steady, it works based on appointments, so I have to consistently look for student that need help.",,5.0,5.0,5.0,4.0,4.0,4.0
2018-02-03, Help Desk Technician,"Austin, TX",Current Employee ,Help Desk Technician,More than a year,0,Management is very responsive and cares about their employees. Very flexible hours.,"None, as a college student the job is very enjoyable.",,5.0,5.0,4.0,3.0,5.0,5.0
2018-01-31, Undergraduate Research Assistant,"Austin, TX",Current Employee ,Undergraduate Research Assistant,More than a year,0,"Great People, flexible hours, valuable work experience","You will not be the smartest person at work, commute is far from campus",,5.0,5.0,5.0,5.0,5.0,5.0
2018-01-29,,"Austin, TX",Current Employee ,Graduate research assistant,More than 3 years,0,Location in Austin is good,Graudate student life is similar,Good Good,5.0,,,,,
2018-02-12,,,Current Employee ,ECE / CS PhD,,0,"Good benefits, facilities, really smart people",Limited wrt networking opportunities compared to top 5.,,4.0,,,,,
2018-01-26,,,Current Employee ,Graduate Research Assistant,,0,"Great facilities, great research environment",Not enough parking spots for staffs,,5.0,4.0,5.0,5.0,4.0,5.0
2018-01-24,,,Current Employee ,Teaching Assistant,,0,Get instate tuition when TA for 20 hr,A lot of students,,5.0,4.0,5.0,5.0,5.0,5.0
2018-02-09, Student Services Professional,"Boston, MA",Former Employee ,not for me,Less than a year,0,"Pretty campus, nice students for the most part, spacious office, reasonable work hours","They don’t like Northerners, salaries are low and have not caught up with astronomical cost of living in Austin, prevalence of guns","The office culture was very clique-y and high school-ish, manager was often inappropriate. Wanted to love it there, was very disappointed",2.0,3.0,1.0,1.0,1.0,2.0
2018-02-06,,,Current Employee ,Slow and inefficient,,0,Relaxed work environment and decent benefits,Bureaucratic and lack of support,,3.0,,,,,
2018-02-05, Graduate Teaching Assistant,"Austin, TX",Former Employee ,Teaching Assistant,More than 5 years,0,Availability of good mentoring; flexibility in work hours; good benefits (may vary by department),Incompetence at the department chair or coordinator level; incompatibility with work as a graduate student; exploitation of international graduate student work force,"Better utilize your graduate student workforce (i.e. TAs) with professional credentials and teaching background. Invest in positive change in teaching and education structure -- just because something is already in place, doesn't mean it's the best methodology to use.",2.0,2.0,2.0,2.0,3.0,1.0
2018-01-21, Graduate Teaching Assistant,"Austin, TX",Former Employee ,UT Austin,More than a year,0,"Benefits, friendly environment , paid vacations,","workload, paid parking, low salary",,5.0,5.0,5.0,5.0,5.0,5.0
2018-02-05,,,Current Employee ,Graduate Research Assistant: Cockrell School of Engineering,,0,"Fully equipped labs, good advisor, nice colleagues","Long hours, work and life balance",,4.0,2.0,5.0,4.0,2.0,3.0
